Palautusaika;TehtavaNimi;TehtavaID;KayttajaID
11/10/20, 12:37;L04T2;17;6607662
11/10/20, 12:39;L04T3;18;6607662
11/10/20, 12:40;L04T4;19;6607662
11/10/20, 12:44;L04T5;20;6607662
11/10/20, 12:45;L04T3;18;6605010
11/10/20, 13:11;L08T5;40;6607725
11/10/20, 13:12;L03T4;14;3209607
11/10/20, 13:19;L09T2;42;6604491
11/10/20, 13:19;L07T4;34;6607647
11/10/20, 13:21;L07T5;35;6607647
11/10/20, 13:27;L04T4;19;6605010
11/10/20, 13:31;L03T5;15;3209607
11/10/20, 14:24;L09T1;41;6607725
11/10/20, 14:37;L10T3;47;6605016
11/10/20, 14:39;L08T1;36;6607647
11/10/20, 14:49;L04T5;20;6605010
11/10/20, 14:59;L09T3;43;6604491
11/10/20, 15:04;L09T2;42;6607725
11/10/20, 15:12;L09T4;44;6604491
11/10/20, 16:14;L07T1;31;6604902
11/10/20, 16:30;L07T2;32;6604902
11/10/20, 16:42;L01T1;1;6604776
11/10/20, 16:46;L07T3;33;6604902
11/10/20, 16:59;L01T3;3;6604776
11/10/20, 17:04;L01T4;4;6604776
11/10/20, 17:19;L07T4;34;6604902
11/10/20, 17:19;L06T4;29;6605112
11/10/20, 17:20;L01T5;5;6604776
11/10/20, 17:43;L09T2;42;6604446
11/10/20, 17:48;L04T2;17;3209607
11/10/20, 18:07;L10T1;45;6604491
11/10/20, 18:17;L04T3;18;3209607
11/10/20, 18:33;L04T4;19;3209607
11/10/20, 18:40;L01T3;3;6604992
11/10/20, 18:40;L01T2;2;6604992
11/10/20, 18:42;L01T4;4;6604992
11/10/20, 18:43;L01T5;5;6604992
11/10/20, 18:44;L02T2;7;6604992
11/10/20, 18:46;L02T4;9;6604992
11/10/20, 18:47;L02T5;10;6604992
11/10/20, 18:47;L03T1;11;6604992
11/10/20, 18:48;L03T2;12;6604992
11/10/20, 18:50;L03T4;14;6604992
11/10/20, 18:52;L04T1;16;6604992
11/10/20, 18:53;L04T2;17;6604992
11/10/20, 18:54;L04T5;20;3209607
11/10/20, 18:59;L05T1;21;6604992
11/10/20, 19:03;L06T1;26;6604992
11/10/20, 19:09;L06T2;27;6604992
11/10/20, 19:12;L07T2;32;6604992
11/10/20, 19:13;L07T5;35;6604992
11/10/20, 19:14;L09T3;43;6604446
11/10/20, 19:23;L05T2;22;6607488
11/10/20, 20:15;L09T4;44;6604446
11/10/20, 20:17;L09T3;43;6607725
11/10/20, 20:18;L08T5;40;6607563
11/10/20, 20:40;L06T5;30;6605112
11/10/20, 20:57;L09T4;44;6607725
11/10/20, 21:14;L09T1;41;6607563
11/10/20, 21:28;L10T1;45;6607725
11/10/20, 22:34;L02T4;9;6608295
11/10/20, 23:11;L02T5;10;6608295
12/10/20, 00:23;L02T2;7;3206475
12/10/20, 01:09;L02T3;8;3206475
12/10/20, 01:15;L05T3;23;6607662
12/10/20, 09:10;L08T2;37;6607737
12/10/20, 09:15;L08T3;38;6607737
12/10/20, 10:52;L01T1;1;6612690
12/10/20, 12:23;L01T1;1;6612873
12/10/20, 12:24;L01T3;3;6612873
12/10/20, 12:26;L01T4;4;6612873
12/10/20, 13:27;L01T3;3;6612840
12/10/20, 14:00;L05T5;25;6607662
12/10/20, 14:37;L01T4;4;6612840
12/10/20, 14:38;L05T1;21;6608481
12/10/20, 16:27;L06T1;26;6607662
12/10/20, 18:13;L02T3;8;6612000
12/10/20, 18:18;L04T2;17;6605127
12/10/20, 18:24;L05T2;22;3209607
12/10/20, 18:24;L05T1;21;3209607
12/10/20, 18:35;L05T3;23;3209607
12/10/20, 18:51;L05T4;24;3209607
12/10/20, 19:21;L11T1;48;6605016
12/10/20, 19:21;L11T2;49;6605016
12/10/20, 19:30;L05T5;25;3209607
12/10/20, 20:15;L06T3;28;6607662
12/10/20, 20:21;L06T2;27;6607662
12/10/20, 21:05;L05T1;21;6605127
12/10/20, 21:13;L01T1;1;6604938
12/10/20, 21:14;L01T2;2;6604938
12/10/20, 21:15;L01T3;3;6604938
12/10/20, 21:18;L01T4;4;6604938
12/10/20, 21:19;L01T5;5;6604938
12/10/20, 21:22;L02T4;9;3206475
12/10/20, 21:44;L04T2;17;6611736
12/10/20, 22:08;L08T5;40;6608403
12/10/20, 23:40;L01T2;2;6606744
12/10/20, 23:46;L01T3;3;6606744
13/10/20, 09:52;L04T3;18;6611736
13/10/20, 11:02;L04T1;16;6611736
13/10/20, 11:07;L09T2;42;6607737
13/10/20, 11:49;L02T2;7;6612840
13/10/20, 12:19;L02T3;8;6612840
13/10/20, 12:39;L02T5;10;6612840
13/10/20, 12:59;L02T2;7;50715
13/10/20, 13:02;L02T3;8;50715
13/10/20, 13:22;L02T5;10;50715
13/10/20, 13:26;L01T1;1;6612921
13/10/20, 13:29;L01T2;2;6612921
13/10/20, 13:30;L01T3;3;6612921
13/10/20, 13:32;L01T4;4;6612921
13/10/20, 13:34;L01T5;5;6612921
13/10/20, 13:35;L11T3;50;6605016
13/10/20, 13:49;L02T2;7;6612873
13/10/20, 14:01;L02T2;7;6612921
13/10/20, 14:11;L02T5;10;6612873
13/10/20, 15:03;L02T3;8;6612921
13/10/20, 15:13;L02T4;9;6612873
13/10/20, 15:45;L03T5;15;3209676
13/10/20, 16:01;L07T5;35;6605022
13/10/20, 17:15;L02T4;9;6612921
13/10/20, 18:14;L03T1;11;6612921
13/10/20, 18:34;L09T1;41;6608403
13/10/20, 18:41;L03T2;12;6612921
13/10/20, 18:55;L02T3;8;6612873
13/10/20, 19:15;L08T2;37;6607647
13/10/20, 19:30;L02T2;7;6604776
13/10/20, 19:36;L03T3;13;6612921
13/10/20, 19:57;L03T1;11;3206475
13/10/20, 19:59;L02T3;8;6604776
13/10/20, 20:21;L03T3;13;3206475
13/10/20, 20:27;L02T5;10;6604776
13/10/20, 20:40;L03T4;14;3206475
13/10/20, 21:09;L06T3;28;6605139
13/10/20, 21:51;L04T3;18;6611061
13/10/20, 22:07;L03T5;15;3206475
13/10/20, 22:08;L03T4;14;6612921
13/10/20, 22:33;L06T5;30;6607662
13/10/20, 22:58;L03T5;15;6612921
14/10/20, 07:36;L04T4;19;6611112
14/10/20, 08:42;L07T1;31;6604974
14/10/20, 09:49;L05T2;22;6608481
14/10/20, 10:00;L05T3;23;6608481
14/10/20, 11:27;L10T1;45;6607737
14/10/20, 12:37;L01T1;1;6608577
14/10/20, 12:40;L01T2;2;6608577
14/10/20, 12:41;L01T4;4;6608577
14/10/20, 12:47;L03T2;12;6612840
14/10/20, 12:59;L12T2;52;6605016
14/10/20, 13:09;L01T3;3;6608577
14/10/20, 13:23;L03T3;13;6612840
14/10/20, 13:43;L01T5;5;6608577
14/10/20, 14:27;L01T1;1;6606717
14/10/20, 14:28;L01T2;2;6606717
14/10/20, 14:29;L01T3;3;6606717
14/10/20, 14:29;L01T4;4;6606717
14/10/20, 14:39;L02T2;7;6606717
14/10/20, 14:48;L02T3;8;6606717
14/10/20, 15:13;L01T2;2;6612690
14/10/20, 15:16;L02T2;7;6608577
14/10/20, 15:55;L01T5;5;6606744
14/10/20, 16:16;L02T3;8;6608577
14/10/20, 17:20;L09T3;43;6608403
14/10/20, 17:27;L07T5;35;6607662
14/10/20, 17:33;L03T1;11;6612873
14/10/20, 18:25;L12T3;53;6605016
14/10/20, 18:28;L06T1;26;3209607
14/10/20, 18:28;L03T2;12;6612873
14/10/20, 18:36;L02T2;7;6606744
14/10/20, 18:45;L06T2;27;3209607
14/10/20, 18:49;L03T3;13;6612873
14/10/20, 18:59;L02T3;8;6606744
14/10/20, 19:20;L02T4;9;6606744
14/10/20, 19:31;L09T4;44;6608403
14/10/20, 19:32;L04T1;16;6612921
14/10/20, 19:44;L03T5;15;6612873
14/10/20, 19:44;L02T5;10;6606744
14/10/20, 20:01;L06T4;29;3209607
14/10/20, 20:05;L08T1;36;6604902
14/10/20, 20:09;L05T4;24;6608481
14/10/20, 20:37;L04T4;19;6604992
14/10/20, 20:37;L03T4;14;6612873
14/10/20, 22:05;L06T5;30;3209607
14/10/20, 22:19;L06T4;29;6605139
15/10/20, 03:04;L02T4;9;6612000
15/10/20, 06:04;L01T3;3;6612690
15/10/20, 06:11;L01T5;5;6612690
15/10/20, 07:00;L02T2;7;6612690
15/10/20, 07:17;L05T2;22;6611112
15/10/20, 07:32;L02T3;8;6612690
15/10/20, 07:40;L05T3;23;6611112
15/10/20, 08:21;L05T4;24;6611112
15/10/20, 09:12;L09T1;41;6604611
15/10/20, 09:29;L03T2;12;6606744
15/10/20, 09:56;L03T3;13;6606744
15/10/20, 10:12;L10T2;46;6607737
15/10/20, 10:35;L03T4;14;6606744
15/10/20, 11:08;L10T3;47;6607737
15/10/20, 11:08;L03T5;15;6606744
15/10/20, 12:05;L05T5;25;6608481
15/10/20, 12:50;L03T4;14;6612840
15/10/20, 13:40;L03T5;15;6612840
15/10/20, 14:38;L04T1;16;6606744
15/10/20, 14:52;L02T5;10;6608577
15/10/20, 15:23;L04T2;17;6606744
15/10/20, 15:39;L04T3;18;6606744
15/10/20, 15:58;L04T4;19;6606744
15/10/20, 16:00;L05T5;25;3209676
15/10/20, 16:30;L08T1;36;6607662
15/10/20, 17:00;L06T5;30;6605139
15/10/20, 17:31;L05T3;23;6605127
15/10/20, 17:43;L05T4;24;6605127
15/10/20, 17:54;L07T3;33;6605112
15/10/20, 18:01;L05T5;25;6605127
15/10/20, 18:19;L04T1;16;6612873
15/10/20, 18:22;L07T2;32;6604974
15/10/20, 18:44;L10T3;47;6604491
15/10/20, 18:56;L04T2;17;3206475
15/10/20, 19:08;L04T3;18;3206475
15/10/20, 19:23;L08T2;37;6604902
15/10/20, 19:24;L04T4;19;3206475
15/10/20, 19:30;L06T2;27;6605127
15/10/20, 19:46;L04T5;20;6606744
15/10/20, 20:21;L08T3;38;6604902
15/10/20, 20:30;L05T1;21;6606744
15/10/20, 20:39;L04T2;17;6612921
15/10/20, 21:19;L06T1;26;6608481
15/10/20, 21:52;L04T3;18;6612921
15/10/20, 22:29;L06T2;27;6608481
15/10/20, 22:59;L08T3;38;6607662
15/10/20, 23:01;L08T2;37;6607662
16/10/20, 00:03;L04T4;19;6612921
16/10/20, 08:42;L04T2;17;6612873
16/10/20, 08:53;L04T3;18;6612873
16/10/20, 11:52;L05T2;22;6606744
16/10/20, 12:03;L05T3;23;6606744
16/10/20, 13:02;L05T4;24;6606744
16/10/20, 13:06;L07T1;31;6605055
16/10/20, 13:52;L05T4;24;6604992
16/10/20, 14:10;L08T4;39;6605811
16/10/20, 14:23;L07T2;32;6605055
16/10/20, 14:27;L06T2;27;6605052
16/10/20, 14:41;L05T1;21;6611736
16/10/20, 14:44;L04T5;20;6612873
16/10/20, 14:48;L04T5;20;6604992
16/10/20, 16:10;L11T1;48;6604491
16/10/20, 16:36;L07T3;33;6605055
16/10/20, 16:38;L11T2;49;6604491
16/10/20, 16:38;L06T4;29;6605055
16/10/20, 17:25;L11T3;50;6604491
16/10/20, 17:42;L06T5;30;6605055
16/10/20, 18:12;L08T4;39;6607662
16/10/20, 18:15;L05T1;21;6612873
16/10/20, 18:17;L05T1;21;6612921
16/10/20, 19:36;L05T2;22;6612921
16/10/20, 19:43;L02T4;9;6612690
16/10/20, 19:45;L05T2;22;6612873
16/10/20, 19:59;L05T3;23;6612921
16/10/20, 20:02;L02T5;10;6612690
16/10/20, 20:16;L04T1;16;6612840
16/10/20, 20:28;L13T1;54;6605016
16/10/20, 20:32;L06T3;28;6608481
16/10/20, 20:39;L10T1;45;6608403
16/10/20, 20:56;L06T4;29;6608481
16/10/20, 21:22;L01T1;1;6612603
16/10/20, 21:27;L01T4;4;6612603
16/10/20, 21:28;L01T5;5;6612603
16/10/20, 21:44;L06T1;26;6604716
16/10/20, 21:53;L07T1;31;6605139
16/10/20, 22:32;L07T4;34;6605055
16/10/20, 22:59;L07T2;32;6605139
16/10/20, 23:03;L07T5;35;6605055
16/10/20, 23:38;L07T3;33;6605139
17/10/20, 00:02;L08T1;36;6605055
17/10/20, 02:06;L05T4;24;6612921
17/10/20, 09:31;L10T2;46;6608403
17/10/20, 09:40;L08T2;37;6604371
17/10/20, 10:53;L10T2;46;6607725
17/10/20, 11:22;L11T1;48;6607725
17/10/20, 11:48;L14T1;57;6607725
17/10/20, 11:52;L03T1;11;6612690
17/10/20, 11:55;L03T1;11;6605091
17/10/20, 12:16;L01T1;1;6610860
17/10/20, 12:18;L03T2;12;6612690
17/10/20, 12:19;L03T2;12;6605091
17/10/20, 12:22;L01T2;2;6610860
17/10/20, 12:36;L03T3;13;6605091
17/10/20, 12:48;L03T1;11;6608295
17/10/20, 12:49;L01T4;4;6610860
17/10/20, 12:58;L01T5;5;6610860
17/10/20, 13:56;L02T2;7;6610860
17/10/20, 14:07;L10T1;45;6604446
17/10/20, 14:13;L08T4;39;6604398
17/10/20, 14:34;L03T2;12;6608295
17/10/20, 14:42;L02T3;8;6610860
17/10/20, 15:22;L11T2;49;6608403
17/10/20, 15:29;L05T3;23;6612873
17/10/20, 15:35;L12T1;51;6604491
17/10/20, 16:11;L05T4;24;6612873
17/10/20, 16:27;L06T2;27;6612459
17/10/20, 16:41;L02T4;9;6610860
17/10/20, 16:52;L06T4;29;6605127
17/10/20, 16:54;L02T5;10;6610860
17/10/20, 17:04;L03T4;14;6605091
17/10/20, 17:21;L06T5;30;6605127
17/10/20, 17:25;L03T5;15;6605091
17/10/20, 17:47;L03T3;13;6612690
17/10/20, 18:02;L13T2;55;6605016
17/10/20, 18:04;L03T1;11;6610860
17/10/20, 19:10;L11T3;50;6608403
17/10/20, 19:16;L13T3;56;6605016
17/10/20, 19:25;L07T1;31;6608481
17/10/20, 19:38;L12T1;51;6608403
17/10/20, 20:04;L12T2;52;6608403
17/10/20, 21:00;L06T3;28;6612459
17/10/20, 21:47;L03T3;13;6610860
17/10/20, 22:02;L06T4;29;6612459
18/10/20, 01:03;L05T5;25;6612921
18/10/20, 06:16;L08T3;38;6607647
18/10/20, 07:32;L08T3;38;6604371
18/10/20, 08:03;L05T3;23;6607488
18/10/20, 08:58;L08T5;40;6604902
18/10/20, 09:18;L09T1;41;6607647
18/10/20, 09:56;L12T3;53;6608403
18/10/20, 10:02;L09T2;42;6607647
18/10/20, 10:13;L09T1;41;6604902
18/10/20, 10:23;L03T4;14;6612690
18/10/20, 10:36;L03T4;14;6610860
18/10/20, 11:15;L03T5;15;6610860
18/10/20, 11:44;L07T4;34;6608481
18/10/20, 11:49;L13T1;54;6608403
18/10/20, 13:02;L10T2;46;6604446
18/10/20, 13:22;L09T3;43;6604902
18/10/20, 13:38;L14T1;57;6605016
18/10/20, 13:59;L13T2;55;6608403
18/10/20, 14:23;L10T3;47;6604446
18/10/20, 14:28;L07T3;33;6604974
18/10/20, 14:32;L03T1;11;6604776
18/10/20, 15:23;L09T4;44;6604902
18/10/20, 15:36;L04T4;19;6611061
18/10/20, 16:02;L03T5;15;6604776
18/10/20, 16:16;L04T1;16;6610860
18/10/20, 18:32;L04T5;20;6611061
18/10/20, 18:37;L08T5;40;6604398
18/10/20, 19:25;L04T2;17;6610860
18/10/20, 19:33;L07T5;35;6608481
18/10/20, 19:48;L04T3;18;6610860
18/10/20, 20:07;L09T3;43;6607647
18/10/20, 20:52;L07T3;33;50358
18/10/20, 21:24;L14T2;58;6605016
18/10/20, 22:30;L11T1;48;6604446
19/10/20, 09:15;L07T2;32;6607287
19/10/20, 09:24;L11T1;48;6607737
19/10/20, 09:51;L07T3;33;6607287
19/10/20, 10:09;L07T4;34;6604974
19/10/20, 10:12;L11T2;49;6607737
19/10/20, 10:36;L01T1;1;6612918
19/10/20, 10:40;L01T2;2;6612918
19/10/20, 10:41;L01T3;3;6612918
19/10/20, 10:46;L01T4;4;6612918
19/10/20, 12:29;L08T2;37;6605055
19/10/20, 12:54;L05T2;22;6611736
19/10/20, 13:38;L08T5;40;6607662
19/10/20, 13:47;L08T3;38;6605055
19/10/20, 14:05;L03T1;11;6608577
19/10/20, 14:22;L05T3;23;6611736
19/10/20, 14:38;L14T4;60;6605016
19/10/20, 14:38;L03T3;13;6608577
19/10/20, 15:01;L03T4;14;6608577
19/10/20, 15:43;L03T5;15;6608577
19/10/20, 15:57;L07T1;31;3209676
19/10/20, 16:31;L04T2;17;6612690
19/10/20, 16:39;L04T3;18;6612690
19/10/20, 16:55;L04T4;19;6612690
19/10/20, 16:59;L07T5;35;6607287
19/10/20, 17:10;L07T4;34;6605112
19/10/20, 17:13;L07T5;35;6605112
19/10/20, 17:41;L05T3;23;6610860
19/10/20, 17:58;L08T4;39;6605055
19/10/20, 18:04;L04T5;20;6612690
19/10/20, 18:16;L05T4;24;6610860
19/10/20, 18:36;L13T3;56;6608403
19/10/20, 18:42;L14T3;59;6605016
19/10/20, 18:44;L03T1;11;50715
19/10/20, 19:40;L08T1;36;6608481
19/10/20, 19:49;L14T1;57;6608403
19/10/20, 19:55;L09T4;44;6607647
19/10/20, 20:12;L08T5;40;6605055
19/10/20, 20:28;L14T2;58;6608403
19/10/20, 21:19;L04T1;16;6604776
19/10/20, 21:32;L07T1;31;3209607
19/10/20, 21:46;L07T3;33;3209607
19/10/20, 22:09;L06T2;27;6608274
19/10/20, 22:21;L05T5;25;6610860
19/10/20, 23:15;L01T5;5;6612918
19/10/20, 23:19;L09T2;42;6607662
19/10/20, 23:26;L06T1;26;6612921
20/10/20, 00:05;L11T3;50;6604446
20/10/20, 09:47;L02T5;10;6612000
20/10/20, 10:10;L08T1;36;6607287
20/10/20, 10:41;L12T1;51;6607737
20/10/20, 10:46;L06T1;26;6610860
20/10/20, 10:54;L01T1;1;6606912
20/10/20, 10:59;L01T2;2;6606912
20/10/20, 11:06;L12T2;52;6607737
20/10/20, 11:12;L01T4;4;6606912
20/10/20, 11:19;L01T5;5;6606912
20/10/20, 13:21;L05T5;25;6608406
20/10/20, 14:01;L02T5;10;6606951
20/10/20, 14:15;L02T3;8;6606912
20/10/20, 14:29;L09T2;42;6605055
20/10/20, 14:36;L04T1;16;6608577
20/10/20, 14:59;L02T4;9;6606912
20/10/20, 15:02;L03T1;11;6606711
20/10/20, 15:06;L06T1;26;6608406
20/10/20, 15:08;L04T2;17;6608577
20/10/20, 15:21;L04T3;18;6608577
20/10/20, 15:29;L09T3;43;6607662
20/10/20, 15:39;L06T2;27;6608406
20/10/20, 15:43;L08T2;37;6607287
20/10/20, 16:11;L04T4;19;6608577
20/10/20, 16:37;L06T2;27;3209676
20/10/20, 16:40;L09T4;44;6605055
20/10/20, 16:45;L05T4;24;50844
20/10/20, 16:45;L03T2;12;6606711
20/10/20, 16:50;L06T1;26;6612873
20/10/20, 16:59;L06T2;27;6610860
20/10/20, 17:15;L06T3;28;6608406
20/10/20, 17:20;L10T1;45;6605055
20/10/20, 17:37;L03T3;13;6606711
20/10/20, 17:41;L05T1;21;6612690
20/10/20, 18:17;L03T4;14;6606711
20/10/20, 18:18;L06T1;26;6606744
20/10/20, 18:39;L07T2;32;3209607
20/10/20, 18:42;L06T2;27;6612873
20/10/20, 18:57;L07T4;34;3209607
20/10/20, 18:58;L08T3;38;6607287
20/10/20, 19:05;L10T2;46;6604902
20/10/20, 19:17;L07T5;35;3209607
20/10/20, 19:20;L08T5;40;6605811
20/10/20, 19:26;L06T4;29;6608406
20/10/20, 19:30;L04T1;16;6606711
20/10/20, 19:31;L10T3;47;6604902
20/10/20, 19:39;L06T2;27;6606744
20/10/20, 19:51;L04T3;18;6606711
20/10/20, 19:59;L04T4;19;6606711
20/10/20, 20:06;L08T1;36;3209607
20/10/20, 20:08;L04T3;18;6604776
20/10/20, 20:19;L06T5;30;6608406
20/10/20, 20:26;L04T5;20;6606711
20/10/20, 21:24;L05T1;21;6606711
20/10/20, 21:34;L05T2;22;6606711
20/10/20, 21:42;L05T3;23;6606711
20/10/20, 21:57;L06T3;28;6606744
20/10/20, 22:29;L05T5;25;6606711
21/10/20, 00:09;L12T1;51;6604446
21/10/20, 00:09;L10T2;46;6607662
21/10/20, 00:41;L12T2;52;6604446
21/10/20, 10:44;L07T5;35;6604974
21/10/20, 11:11;L03T1;11;6606912
21/10/20, 11:35;L05T4;24;6611736
21/10/20, 11:48;L03T2;12;6606912
21/10/20, 12:03;L06T1;26;6606711
21/10/20, 12:14;L08T4;39;6607287
21/10/20, 12:28;L01T1;1;6614055
21/10/20, 12:30;L01T2;2;6614055
21/10/20, 12:32;L07T1;31;6608406
21/10/20, 12:32;L01T4;4;6614055
21/10/20, 12:33;L01T5;5;6614055
21/10/20, 12:42;L07T2;32;6608406
21/10/20, 13:15;L07T4;34;6608406
21/10/20, 13:17;L06T3;28;6606711
21/10/20, 13:22;L03T3;13;6606912
21/10/20, 13:40;L06T4;29;6606711
21/10/20, 14:02;L08T5;40;6607287
21/10/20, 14:29;L05T1;21;6608577
21/10/20, 14:32;L06T5;30;6606711
21/10/20, 14:58;L02T3;8;6614055
21/10/20, 15:07;L10T3;47;6607662
21/10/20, 15:18;L05T2;22;6608577
21/10/20, 15:25;L02T5;10;6614055
21/10/20, 16:04;L03T4;14;50715
21/10/20, 16:11;L05T4;24;6608577
21/10/20, 16:13;L03T4;14;6606912
21/10/20, 17:26;L05T5;25;6608577
21/10/20, 17:36;L11T1;48;6607662
21/10/20, 17:49;L11T2;49;6607662
21/10/20, 18:02;L14T4;60;6608403
21/10/20, 18:17;L03T5;15;6606912
21/10/20, 18:24;L03T1;11;6614055
21/10/20, 18:32;L03T2;12;6614055
21/10/20, 18:45;L04T1;16;6606912
21/10/20, 18:59;L03T3;13;6614055
21/10/20, 19:02;L11T1;48;6604902
21/10/20, 19:29;L06T4;29;6606744
21/10/20, 19:30;L07T1;31;6606711
21/10/20, 19:35;L11T2;49;6604902
21/10/20, 19:40;L07T2;32;6606711
21/10/20, 19:52;L07T3;33;6606711
21/10/20, 20:39;L03T5;15;6614055
21/10/20, 20:49;L06T4;29;6606339
21/10/20, 20:56;L07T4;34;6606711
21/10/20, 21:14;L06T5;30;6606744
21/10/20, 21:19;L08T2;37;6608481
21/10/20, 22:10;L07T4;34;6605139
21/10/20, 22:25;L04T3;18;6606912
21/10/20, 22:28;L06T4;29;50844
21/10/20, 22:30;L06T4;29;6608274
21/10/20, 23:40;L07T5;35;6605139
22/10/20, 00:41;L12T3;53;6604446
22/10/20, 00:46;L07T1;31;6606339
22/10/20, 09:12;L12T3;53;6607737
22/10/20, 09:44;L13T1;54;6607737
22/10/20, 11:14;L04T2;17;6614055
22/10/20, 11:15;L06T5;30;6612873
22/10/20, 11:42;L04T4;19;6614055
22/10/20, 11:56;L13T2;55;6607737
22/10/20, 13:17;L06T5;30;50844
22/10/20, 13:28;L07T2;32;6606339
22/10/20, 14:10;L08T5;40;6604956
22/10/20, 14:21;L06T3;28;6605052
22/10/20, 14:29;L05T1;21;6606912
22/10/20, 15:00;L07T3;33;6606339
22/10/20, 15:25;L06T4;29;6605052
22/10/20, 15:34;L08T1;36;6606711
22/10/20, 15:42;L08T1;36;6609099
22/10/20, 15:46;L07T4;34;6606339
22/10/20, 16:33;L08T2;37;6606711
22/10/20, 16:37;L06T5;30;6605052
22/10/20, 16:47;L06T3;28;3209676
22/10/20, 16:57;L05T2;22;6606912
22/10/20, 17:13;L08T2;37;6609099
22/10/20, 17:52;L08T3;38;6609099
22/10/20, 18:58;L11T3;50;6604902
22/10/20, 21:01;L05T5;25;6611736
22/10/20, 21:04;L01T1;1;6613263
22/10/20, 21:06;L01T2;2;6613263
22/10/20, 21:10;L01T3;3;6613263
22/10/20, 21:11;L01T4;4;6613263
22/10/20, 21:34;L02T2;7;6613263
22/10/20, 21:37;L11T1;48;6605055
22/10/20, 21:43;L02T5;10;6613263
22/10/20, 21:46;L08T3;38;6608481
22/10/20, 21:53;L11T2;49;6605055
22/10/20, 22:00;L03T5;15;6613263
22/10/20, 22:09;L07T1;31;6606744
23/10/20, 00:09;L12T1;51;6605055
23/10/20, 00:32;L12T2;52;6605055
23/10/20, 03:55;L05T2;22;3206475
23/10/20, 04:06;L05T3;23;3206475
23/10/20, 06:51;L10T1;45;6607647
23/10/20, 07:51;L06T1;26;6611112
23/10/20, 08:53;L06T2;27;6611112
23/10/20, 08:57;L04T5;20;6614055
23/10/20, 09:04;L05T2;22;6612690
23/10/20, 09:27;L02T2;7;6612918
23/10/20, 10:22;L09T1;41;6604398
23/10/20, 12:06;L13T1;54;6605055
23/10/20, 12:49;L01T1;1;6613503
23/10/20, 12:52;L01T3;3;6613503
23/10/20, 12:53;L01T4;4;6613503
23/10/20, 12:54;L01T5;5;6613503
23/10/20, 13:26;L07T1;31;6612873
23/10/20, 13:28;L05T1;21;6614055
23/10/20, 13:36;L01T3;3;6613278
23/10/20, 13:40;L01T4;4;6613278
23/10/20, 13:55;L07T2;32;6612873
23/10/20, 14:14;L05T2;22;6614055
23/10/20, 14:14;L01T5;5;6613278
23/10/20, 14:40;L07T3;33;6612873
23/10/20, 14:49;L09T2;42;6604956
23/10/20, 15:06;L09T1;41;6607287
23/10/20, 15:13;L14T1;57;6605055
23/10/20, 15:17;L08T3;38;6606711
23/10/20, 15:45;L07T4;34;50358
23/10/20, 16:05;L07T4;34;6612873
23/10/20, 16:23;L14T4;60;6605055
23/10/20, 17:21;L08T1;36;6605112
23/10/20, 17:29;L14T3;59;6605055
23/10/20, 17:29;L07T1;31;6605052
23/10/20, 17:38;L07T5;35;6612873
23/10/20, 17:38;L05T4;24;6614055
23/10/20, 17:47;L14T2;58;6605055
23/10/20, 17:48;L07T2;32;6605052
23/10/20, 18:12;L07T3;33;6605052
23/10/20, 18:26;L02T3;8;6613503
23/10/20, 18:30;L02T5;10;6613503
23/10/20, 18:54;L11T3;50;6607662
23/10/20, 19:37;L03T1;11;6613503
23/10/20, 19:44;L03T3;13;6613503
23/10/20, 19:56;L07T4;34;6605052
23/10/20, 20:31;L10T2;46;6607647
23/10/20, 20:36;L12T2;52;6607662
23/10/20, 20:40;L07T4;34;6606744
23/10/20, 20:58;L05T5;25;6614055
23/10/20, 22:02;L07T5;35;6606744
23/10/20, 22:39;L06T3;28;6608274
23/10/20, 23:04;L07T5;35;6605052
23/10/20, 23:25;L08T1;36;6606339
24/10/20, 00:09;L06T2;27;6606210
24/10/20, 08:27;L09T2;42;6604371
24/10/20, 09:43;L11T1;48;6607647
24/10/20, 09:45;L07T5;35;50358
24/10/20, 09:59;L08T1;36;6606744
24/10/20, 11:16;L08T1;36;6605052
24/10/20, 11:29;L09T3;43;6604371
24/10/20, 11:48;L06T3;28;6606210
24/10/20, 12:58;L06T4;29;6606210
24/10/20, 13:20;L08T2;37;6605052
24/10/20, 13:34;L05T2;22;6605010
24/10/20, 14:04;L09T4;44;6604956
24/10/20, 14:22;L09T3;43;6604398
24/10/20, 14:49;L10T1;45;6604956
24/10/20, 14:59;L03T3;13;6608295
24/10/20, 15:49;L11T2;49;6607647
24/10/20, 15:49;L03T4;14;6608295
24/10/20, 16:19;L08T3;38;6605052
24/10/20, 16:28;L08T2;37;3209607
24/10/20, 16:44;L09T4;44;6604398
24/10/20, 16:50;L12T1;51;6604902
24/10/20, 17:38;L12T2;52;6604902
24/10/20, 17:42;L13T2;55;6604446
24/10/20, 17:49;L07T3;33;50844
24/10/20, 19:08;L08T2;37;6606744
24/10/20, 19:45;L07T4;34;50844
24/10/20, 21:38;L12T3;53;6604902
24/10/20, 22:18;L12T1;51;6607662
24/10/20, 23:21;L08T3;38;6606339
24/10/20, 23:31;L06T5;30;6606210
24/10/20, 23:49;L13T3;56;6604446
25/10/20, 00:55;L09T1;41;50844
25/10/20, 01:33;L14T1;57;6604446
25/10/20, 04:02;L03T3;13;6612000
25/10/20, 07:15;L11T3;50;6607647
25/10/20, 07:16;L09T4;44;6604371
